Club,Year,Transfer_Spend,Transfer_Revenue
FC Twente,2022-12-31,,3500000.0
Fortuna Sittard,2022-12-31,,0.0
NEC Nijmegen,2022-12-31,,0.0
Sparta Rotterdam,2022-12-31,,1180000.0
Vitesse,2022-12-31,,0.0
PEC Zwolle,2022-12-31,,0.0
Go Ahead Eagles,2022-12-31,,1900000.0
AS Monaco,1996-12-31,2600000.0,0.0
RC Lens,1996-12-31,1500000.0,0.0
Olympique Lyon,1996-12-31,700000.0,0.0
Stade Rennais FC,1996-12-31,50000.0,0.0
Girondins Bordeaux,1996-12-31,,0.0
AJ Auxerre,1996-12-31,,2000000.0
FC Metz,1996-12-31,,0.0
OGC Nice,1996-12-31,,0.0
Paris Saint-Germain,1996-12-31,,9750000.0
SC Bastia,1996-12-31,,0.0
AS Saint-Étienne,1996-12-31,,0.0
RC Strasbourg,1996-12-31,,0.0
AC Le Havre,1996-12-31,,0.0
EA Guingamp,1996-12-31,,0.0
AS Cannes,1996-12-31,,0.0
Montpellier HSC,1996-12-31,,0.0
FC Nantes,1996-12-31,,0.0
LOSC Lille,1996-12-31,,0.0
FC Martigues,1996-12-31,,0.0
FC Gueugnon,1996-12-31,,0.0
AS Monaco,1997-12-31,6000000.0,2600000.0
Olympique Marseille,1997-12-31,3450000.0,3300000.0
RC Lens,1997-12-31,2500000.0,0.0
RC Strasbourg,1997-12-31,1600000.0,5450000.0
Olympique Lyon,1997-12-31,1380000.0,0.0
Girondins Bordeaux,1997-12-31,1000000.0,10230000.0
Stade Rennais FC,1997-12-31,700000.0,6000000.0
SC Bastia,1997-12-31,700000.0,0.0
AJ Auxerre,1997-12-31,,4600000.0
FC Metz,1997-12-31,,0.0
OGC Nice,1997-12-31,,0.0
Paris Saint-Germain,1997-12-31,,7760000.0
AC Le Havre,1997-12-31,,0.0
EA Guingamp,1997-12-31,,9600000.0
AS Cannes,1997-12-31,,0.0
Montpellier HSC,1997-12-31,,0.0
FC Nantes,1997-12-31,,4300000.0
LOSC Lille,1997-12-31,,0.0
FC Nancy,1997-12-31,,0.0
SM Caen,1997-12-31,,0.0
Olympique Marseille,1998-12-31,17900000.0,1750000.0
AS Monaco,1998-12-31,12460000.0,25500000.0
Paris Saint-Germain,1998-12-31,11580000.0,12500000.0
Girondins Bordeaux,1998-12-31,1800000.0,14500000.0
Stade Rennais FC,1998-12-31,1200000.0,1230000.0
RC Strasbourg,1998-12-31,950000.0,3800000.0
AJ Auxerre,1998-12-31,760000.0,7700000.0
FC Metz,1998-12-31,,0.0
FC Toulouse,1998-12-31,,0.0
SC Bastia,1998-12-31,,0.0
AC Le Havre,1998-12-31,,2000000.0
RC Lens,1998-12-31,,0.0
EA Guingamp,1998-12-31,,0.0
AS Cannes,1998-12-31,,375000.0
Montpellier HSC,1998-12-31,,0.0
FC Nantes,1998-12-31,,0.0
Olympique Lyon,1998-12-31,,14500000.0
LB Châteauroux,1998-12-31,,1580000.0
Paris Saint-Germain,1999-12-31,21600000.0,14580000.0
RC Lens,1999-12-31,12900000.0,11000000.0
Olympique Lyon,1999-12-31,7500000.0,0.0
Olympique Marseille,1999-12-31,6000000.0,0.0
Stade Rennais FC,1999-12-31,6000000.0,8550000.0
Girondins Bordeaux,1999-12-31,3300000.0,3000000.0
SC Bastia,1999-12-31,2120000.0,3600000.0
AS Monaco,1999-12-31,1500000.0,16250000.0
AJ Auxerre,1999-12-31,,5500000.0
FC Metz,1999-12-31,,10770000.0
FC Toulouse,1999-12-31,,0.0
RC Strasbourg,1999-12-31,,9540000.0
AC Le Havre,1999-12-31,,7500000.0
FC Sochaux,1999-12-31,,0.0
Montpellier HSC,1999-12-31,,10050000.0
FC Nantes,1999-12-31,,0.0
FC Lorient,1999-12-31,,0.0
FC Nancy,1999-12-31,,0.0
Olympique Marseille,2000-12-31,28700000.0,23180000.0
Olympique Lyon,2000-12-31,27000000.0,150000.0
Girondins Bordeaux,2000-12-31,20550000.0,3070000.0
AS Monaco,2000-12-31,13600000.0,6750000.0
RC Strasbourg,2000-12-31,7520000.0,125000.0
RC Lens,2000-12-31,6000000.0,25850000.0
AJ Auxerre,2000-12-31,3850000.0,0.0
FC Metz,2000-12-31,3800000.0,0.0
Paris Saint-Germain,2000-12-31,3070000.0,14850000.0
AS Saint-Étienne,2000-12-31,2300000.0,0.0
Association Troyes Aube Champagne,2000-12-31,900000.0,0.0
FC Nantes,2000-12-31,500000.0,0.0
AC Le Havre,2000-12-31,450000.0,900000.0
Stade Rennais FC,2000-12-31,,375000.0
SC Bastia,2000-12-31,,0.0
Montpellier HSC,2000-12-31,,0.0
CS Sedan,2000-12-31,,0.0
FC Nancy,2000-12-31,,3800000.0
Paris Saint-Germain,2001-12-31,62290000.0,585000.0
Stade Rennais FC,2001-12-31,36890000.0,20000000.0
AS Monaco,2001-12-31,34600000.0,50490000.0
Olympique Lyon,2001-12-31,28000000.0,5630000.0
Olympique Marseille,2001-12-31,19810000.0,31050000.0
Girondins Bordeaux,2001-12-31,16059999.999999998,25100000.0
RC Lens,2001-12-31,11400000.0,26000000.0
RC Strasbourg,2001-12-31,8000000.0,3200000.0
AS Saint-Étienne,2001-12-31,5550000.0,200000.0
FC Nantes,2001-12-31,5000000.0,3810000.0
AJ Auxerre,2001-12-31,2800000.0,6100000.0
SC Bastia,2001-12-31,1500000.0,0.0
ESTAC Troyes,2001-12-31,1220000.0,0.0
LOSC Lille,2001-12-31,350000.0,0.0
FC Metz,2001-12-31,,3980000.0
FC Toulouse,2001-12-31,,1500000.0
EA Guingamp,2001-12-31,,0.0
CS Sedan,2001-12-31,,3050000.0
Olympique Lyon,2002-12-31,34500000.0,28780000.0
AS Monaco,2002-12-31,28710000.0,38860000.0
Olympique Marseille,2002-12-31,26300000.0,19050000.0
Stade Rennais FC,2002-12-31,20620000.0,6990000.0
Paris Saint-Germain,2002-12-31,19500000.0,16480000.0
Girondins Bordeaux,2002-12-31,14280000.0,17440000.0
RC Lens,2002-12-31,12190000.0,1500000.0
FC Metz,2002-12-31,6500000.0,500000.0
FC Nantes,2002-12-31,3800000.0,15000000.0
AJ Auxerre,2002-12-31,2000000.0,0.0
LOSC Lille,2002-12-31,1800000.0,0.0
FC Lorient,2002-12-31,700000.0,1950000.0
SC Bastia,2002-12-31,370000.0,9500000.0
EA Guingamp,2002-12-31,100000.0,0.0
FC Sochaux,2002-12-31,,7000000.0
Montpellier HSC,2002-12-31,,6800000.0
CS Sedan,2002-12-31,,0.0
ESTAC Troyes,2002-12-31,,4570000.0
Stade Rennais FC,2003-12-31,17830000.0,3500000.0
Paris Saint-Germain,2003-12-31,12750000.0,32250000.0
Girondins Bordeaux,2003-12-31,10500000.0,6300000.0
Olympique Marseille,2003-12-31,8000000.0,6230000.0
AS Monaco,2003-12-31,6100000.0,10110000.0
RC Lens,2003-12-31,5500000.0,18750000.0
FC Nantes,2003-12-31,5500000.0,2000000.0
Olympique Lyon,2003-12-31,3900000.0,700000.0
LOSC Lille,2003-12-31,3800000.0,15030000.0
AJ Auxerre,2003-12-31,1000000.0,0.0
OGC Nice,2003-12-31,,4099999.9999999995
SC Bastia,2003-12-31,,1500000.0
RC Strasbourg,2003-12-31,,0.0
AC Le Havre,2003-12-31,,0.0
FC Sochaux,2003-12-31,,0.0
EA Guingamp,2003-12-31,,0.0
Montpellier HSC,2003-12-31,,1400000.0
CS Sedan,2003-12-31,,7500000.0
ESTAC Troyes,2003-12-31,,6000000.0
AC Ajaccio,2003-12-31,,0.0
Paris Saint-Germain,2004-12-31,34900000.0,34950000.0
Olympique Lyon,2004-12-31,25500000.0,4150000.0000000005
Olympique Marseille,2004-12-31,18850000.0,11500000.0
Girondins Bordeaux,2004-12-31,9500000.0,16500000.0
Stade Rennais FC,2004-12-31,5250000.0,6330000.0
AJ Auxerre,2004-12-31,4400000.0,3530000.0
AS Monaco,2004-12-31,3200000.0,5250000.0
EA Guingamp,2004-12-31,1800000.0,10300000.0
RC Strasbourg,2004-12-31,1650000.0,4700000.0
LOSC Lille,2004-12-31,1100000.0,0.0
FC Sochaux,2004-12-31,500000.0,75000.0
OGC Nice,2004-12-31,480000.0,0.0
Le Mans UC 72,2004-12-31,400000.0,0.0
SC Bastia,2004-12-31,350000.0,13350000.0
FC Nantes,2004-12-31,300000.0,4800000.0
FC Metz,2004-12-31,,3200000.0
FC Toulouse,2004-12-31,,0.0
RC Lens,2004-12-31,,1100000.0
Montpellier HSC,2004-12-31,,1500000.0
AC Ajaccio,2004-12-31,,0.0
Olympique Marseille,2005-12-31,30280000.0,52380000.0
Paris Saint-Germain,2005-12-31,27500000.0,17000000.0
Olympique Lyon,2005-12-31,26250000.0,22500000.0
AS Monaco,2005-12-31,18000000.0,18500000.0
FC Nantes,2005-12-31,8199999.999999999,21300000.0
RC Lens,2005-12-31,5500000.0,13000000.0
FC Sochaux,2005-12-31,5400000.0,14000000.0
Stade Rennais FC,2005-12-31,4200000.0,13000000.0
OGC Nice,2005-12-31,3550000.0,5000000.0
AJ Auxerre,2005-12-31,3000000.0,27000000.0
FC Toulouse,2005-12-31,2500000.0,0.0
Girondins Bordeaux,2005-12-31,1560000.0,8000000.0
SM Caen,2005-12-31,1530000.0,0.0
RC Strasbourg,2005-12-31,1500000.0,1850000.0
AS Saint-Étienne,2005-12-31,1200000.0,0.0
LOSC Lille,2005-12-31,958000.0,10700000.0
FC Metz,2005-12-31,250000.0,5100000.0
AC Ajaccio,2005-12-31,195000.0,0.0
FC Istres,2005-12-31,80000.0,0.0
SC Bastia,2005-12-31,,0.0
Olympique Lyon,2006-12-31,49600000.0,43400000.0
Paris Saint-Germain,2006-12-31,18200000.0,12430000.0
Olympique Marseille,2006-12-31,15330000.0,13850000.0
Stade Rennais FC,2006-12-31,12800000.0,3700000.0
FC Toulouse,2006-12-31,11400000.0,0.0
AS Saint-Étienne,2006-12-31,9400000.0,0.0
FC Sochaux,2006-12-31,7500000.0,13700000.0
RC Lens,2006-12-31,7000000.0,6500000.0
AS Monaco,2006-12-31,6100000.0,21500000.0
Le Mans UC 72,2006-12-31,6050000.0,3000000.0
RC Strasbourg,2006-12-31,5400000.0,8000000.0
FC Nantes,2006-12-31,5400000.0,250000.0
Girondins Bordeaux,2006-12-31,5000000.0,12500000.0
AJ Auxerre,2006-12-31,5000000.0,17500000.0
OGC Nice,2006-12-31,4750000.0,250000.0
LOSC Lille,2006-12-31,4400000.0,0.0
FC Nancy,2006-12-31,3000000.0,0.0
FC Metz,2006-12-31,1700000.0,1000000.0
AC Ajaccio,2006-12-31,500000.0,0.0
ESTAC Troyes,2006-12-31,250000.0,600000.0
Olympique Lyon,2007-12-31,29950000.0,47330000.0
AS Monaco,2007-12-31,22600000.0,24550000.0
Paris Saint-Germain,2007-12-31,16700000.0,4500000.0
RC Lens,2007-12-31,16300000.0,18750000.0
AJ Auxerre,2007-12-31,14500000.0,4500000.0
OGC Nice,2007-12-31,13150000.0,5350000.0
Girondins Bordeaux,2007-12-31,12000000.0,100000.0
Stade Rennais FC,2007-12-31,12000000.0,24810000.0
Olympique Marseille,2007-12-31,11430000.0,9880000.0
AS Saint-Étienne,2007-12-31,10710000.0,13350000.0
FC Nancy,2007-12-31,7800000.0,2800000.0
FC Toulouse,2007-12-31,6900000.0,4800000.0
FC Nantes,2007-12-31,6800000.0,8000000.0
LOSC Lille,2007-12-31,6250000.0,4099999.9999999995
Le Mans UC 72,2007-12-31,5500000.0,7000000.0
FC Sochaux,2007-12-31,5300000.0,17100000.0
ESTAC Troyes,2007-12-31,3900000.0,1600000.0
Valenciennes FC,2007-12-31,3700000.0,0.0
FC Lorient,2007-12-31,1350000.0,2000000.0
CS Sedan,2007-12-31,150000.0,0.0
Olympique Lyon,2008-12-31,56900000.0,63500000.0
Olympique Marseille,2008-12-31,30000000.0,38900000.0
RC Lens,2008-12-31,23700000.0,19050000.0
Girondins Bordeaux,2008-12-31,20800000.0,19000000.0
Paris Saint-Germain,2008-12-31,20500000.0,14300000.0
AS Monaco,2008-12-31,20400000.0,21800000.0
AS Saint-Étienne,2008-12-31,20300000.0,18850000.0
AJ Auxerre,2008-12-31,13900000.0,36700000.0
Stade Rennais FC,2008-12-31,11550000.0,24200000.0
FC Toulouse,2008-12-31,8199999.999999999,2400000.0
Le Mans UC 72,2008-12-31,7500000.0,14250000.0
FC Sochaux,2008-12-31,7000000.0,11300000.0
LOSC Lille,2008-12-31,6800000.0,40350000.0
Valenciennes FC,2008-12-31,4500000.0,1100000.0
SM Caen,2008-12-31,3100000.0,400000.0
FC Lorient,2008-12-31,2850000.0,4500000.0
OGC Nice,2008-12-31,2200000.0,9800000.0
RC Strasbourg,2008-12-31,1350000.0,1350000.0
FC Metz,2008-12-31,600000.0,7500000.0
FC Nancy,2008-12-31,,4650000.0
Olympique Lyon,2009-12-31,50300000.0,34000000.0
Olympique Marseille,2009-12-31,36120000.0,23650000.0
OGC Nice,2009-12-31,20250000.0,35900000.0
LOSC Lille,2009-12-31,18500000.0,20300000.0
Le Mans UC 72,2009-12-31,14300000.0,22600000.0
Stade Rennais FC,2009-12-31,14000000.0,11950000.0
Paris Saint-Germain,2009-12-31,10500000.0,21750000.0
FC Nancy,2009-12-31,10500000.0,15400000.0
FC Toulouse,2009-12-31,9800000.0,22700000.0
AS Saint-Étienne,2009-12-31,9500000.0,11000000.0
FC Nantes,2009-12-31,8600000.0,6600000.0
AJ Auxerre,2009-12-31,8400000.0,3400000.0
Girondins Bordeaux,2009-12-31,7900000.0,2500000.0
Valenciennes FC,2009-12-31,7800000.0,10200000.0
SM Caen,2009-12-31,7640000.0,7820000.0
FC Sochaux,2009-12-31,6550000.0,5800000.0
AS Monaco,2009-12-31,5200000.0,22650000.0
FC Lorient,2009-12-31,3000000.0,0.0
Grenoble Foot 38,2009-12-31,1480000.0,350000.0
AC Le Havre,2009-12-31,400000.0,3000000.0
Olympique Lyon,2010-12-31,82700000.0,53000000.0
Olympique Marseille,2010-12-31,42300000.0,27800000.0
Girondins Bordeaux,2010-12-31,28500000.0,11000000.0
AS Saint-Étienne,2010-12-31,19500000.0,14400000.0
Paris Saint-Germain,2010-12-31,15500000.0,6300000.0
Stade Rennais FC,2010-12-31,14600000.0,13800000.0
AS Monaco,2010-12-31,9900000.0,6080000.0
LOSC Lille,2010-12-31,8600000.0,18750000.0
FC Sochaux,2010-12-31,7500000.0,10200000.0
FC Lorient,2010-12-31,7000000.0,9500000.0
FC Toulouse,2010-12-31,6000000.0,11950000.0
FC Nancy,2010-12-31,5700000.0,5600000.0
Valenciennes FC,2010-12-31,5450000.0,500000.0
RC Lens,2010-12-31,4950000.0,3000000.0
Grenoble Foot 38,2010-12-31,3600000.0,0.0
OGC Nice,2010-12-31,3500000.0,1450000.0
Le Mans UC 72,2010-12-31,2630000.0,10500000.0
US Boulogne,2010-12-31,2040000.0,2150000.0
AJ Auxerre,2010-12-31,1500000.0,4700000.0
Montpellier HSC,2010-12-31,,0.0
Olympique Marseille,2011-12-31,41500000.0,22600000.0
Olympique Lyon,2011-12-31,28440000.0,10820000.0
Stade Rennais FC,2011-12-31,22200000.0,34130000.0
Girondins Bordeaux,2011-12-31,10500000.0,22000000.0
AS Monaco,2011-12-31,9750000.0,14100000.0
Paris Saint-Germain,2011-12-31,9000000.0,7000000.0
FC Lorient,2011-12-31,6000000.0,12800000.0
Montpellier HSC,2011-12-31,4300000.0,14000000.0
SM Caen,2011-12-31,4200000.0,0.0
AS Saint-Étienne,2011-12-31,3930000.0,5250000.0
Stade Brest,2011-12-31,3800000.0,0.0
AJ Auxerre,2011-12-31,3500000.0,2430000.0
FC Sochaux,2011-12-31,3300000.0,2500000.0
Valenciennes FC,2011-12-31,1800000.0,8500000.0
OGC Nice,2011-12-31,1700000.0,23000000.0
FC Toulouse,2011-12-31,,16649999.999999998
RC Lens,2011-12-31,,8320000.0
LOSC Lille,2011-12-31,,2300000.0
FC Nancy,2011-12-31,,8050000.000000001
Athlétic Club Arlésien,2011-12-31,,500000.0
Paris Saint-Germain,2012-12-31,107100000.0,9400000.0
LOSC Lille,2012-12-31,23400000.0,36900000.0
Stade Rennais FC,2012-12-31,16800000.0,5500000.0
AS Saint-Étienne,2012-12-31,16100000.000000002,28860000.0
FC Toulouse,2012-12-31,13340000.0,4800000.0
FC Lorient,2012-12-31,11100000.0,16000000.0
Olympique Marseille,2012-12-31,11000000.0,0.0
OGC Nice,2012-12-31,8350000.0,600000.0
Dijon FCO,2012-12-31,5850000.0,0.0
FC Nancy,2012-12-31,5350000.0,9600000.0
FC Sochaux,2012-12-31,5250000.0,11500000.0
Olympique Lyon,2012-12-31,4600000.0,22000000.0
Valenciennes FC,2012-12-31,4099999.9999999995,4200000.0
Girondins Bordeaux,2012-12-31,4000000.0,12500000.0
AJ Auxerre,2012-12-31,3750000.0,3500000.0
Stade Brest,2012-12-31,2500000.0,8000000.0
Montpellier HSC,2012-12-31,2000000.0,2000000.0
FC Évian Thonon Gaillard,2012-12-31,1850000.0,0.0
SM Caen,2012-12-31,300000.0,9000000.0
AC Ajaccio,2012-12-31,200000.0,0.0
Paris Saint-Germain,2013-12-31,151000000.0,4750000.0
LOSC Lille,2013-12-31,22500000.0,41200000.0
Montpellier HSC,2013-12-31,12500000.0,20000000.0
FC Lorient,2013-12-31,10000000.0,5000000.0
Olympique Lyon,2013-12-31,8750000.0,30100000.0
Olympique Marseille,2013-12-31,8700000.0,29800000.0
Stade Rennais FC,2013-12-31,8700000.0,27500000.0
FC Sochaux,2013-12-31,7750000.0,16860000.0
OGC Nice,2013-12-31,6000000.0,8700000.0
FC Nancy,2013-12-31,4700000.0,6500000.0
AS Saint-Étienne,2013-12-31,4500000.0,4600000.0
Valenciennes FC,2013-12-31,3600000.0,4000000.0
Stade Reims,2013-12-31,3350000.0,0.0
Girondins Bordeaux,2013-12-31,2800000.0,5500000.0
Stade Brest,2013-12-31,2450000.0,1500000.0
FC Évian Thonon Gaillard,2013-12-31,1600000.0,0.0
FC Toulouse,2013-12-31,1000000.0,14100000.0
ESTAC Troyes,2013-12-31,500000.0,4450000.0
SC Bastia,2013-12-31,,7500000.0
AC Ajaccio,2013-12-31,,1000000.0
AS Monaco,2014-12-31,160700000.0,5550000.0
Paris Saint-Germain,2014-12-31,135900000.0,26500000.0
Olympique Marseille,2014-12-31,39400000.0,1050000.0
AS Saint-Étienne,2014-12-31,16600000.000000002,42950000.0
Stade Rennais FC,2014-12-31,15050000.0,16600000.000000002
FC Toulouse,2014-12-31,13550000.0,20700000.0
Olympique Lyon,2014-12-31,4000000.0,24500000.0
Girondins Bordeaux,2014-12-31,3500000.0,11000000.0
FC Nantes,2014-12-31,3350000.0,500000.0
FC Sochaux,2014-12-31,3150000.0,2500000.0
Stade Reims,2014-12-31,3130000.0,0.0
FC Lorient,2014-12-31,3000000.0,12090000.0
LOSC Lille,2014-12-31,2950000.0,42000000.0
FC Évian Thonon Gaillard,2014-12-31,2600000.0,8500000.0
Montpellier HSC,2014-12-31,2500000.0,14500000.0
SC Bastia,2014-12-31,1800000.0,2200000.0
EA Guingamp,2014-12-31,1200000.0,7500000.0
Valenciennes FC,2014-12-31,1200000.0,6000000.0
OGC Nice,2014-12-31,,0.0
AC Ajaccio,2014-12-31,,0.0
Paris Saint-Germain,2015-12-31,49500000.0,2200000.0
AS Monaco,2015-12-31,39750000.0,89120000.0
Olympique Marseille,2015-12-31,20500000.0,17500000.0
Stade Rennais FC,2015-12-31,15140000.0,20500000.0
FC Lorient,2015-12-31,8450000.0,19200000.0
LOSC Lille,2015-12-31,7800000.0,19730000.0
Girondins Bordeaux,2015-12-31,7700000.0,4500000.0
Olympique Lyon,2015-12-31,5650000.0,1500000.0
AS Saint-Étienne,2015-12-31,4000000.0,0.0
Montpellier HSC,2015-12-31,4000000.0,15900000.0
FC Metz,2015-12-31,3600000.0,7650000.0
FC Toulouse,2015-12-31,3000000.0,13700000.0
EA Guingamp,2015-12-31,2560000.0,2500000.0
FC Évian Thonon Gaillard,2015-12-31,2250000.0,3000000.0
OGC Nice,2015-12-31,1300000.0,7400000.0
SM Caen,2015-12-31,800000.0,0.0
FC Nantes,2015-12-31,420000.0,0.0
SC Bastia,2015-12-31,100000.0,2000000.0
RC Lens,2015-12-31,,3000000.0
Stade Reims,2015-12-31,,5500000.0
Paris Saint-Germain,2016-12-31,116100000.0,22900000.0
AS Monaco,2016-12-31,101060000.0,175400000.0
Olympique Lyon,2016-12-31,41100000.0,26800000.0
AS Saint-Étienne,2016-12-31,20300000.0,23200000.0
Olympique Marseille,2016-12-31,19750000.0,54450000.0
LOSC Lille,2016-12-31,12900000.0,35250000.0
Girondins Bordeaux,2016-12-31,11000000.0,22300000.0
FC Lorient,2016-12-31,9930000.0,18500000.0
FC Nantes,2016-12-31,7000000.0,17550000.0
SM Caen,2016-12-31,6050000.0,14000000.0
Stade Rennais FC,2016-12-31,5640000.0,10600000.0
OGC Nice,2016-12-31,4099999.9999999995,14000000.0
FC Toulouse,2016-12-31,2900000.0,10500000.0
Montpellier HSC,2016-12-31,2730000.0,4000000.0
Stade Reims,2016-12-31,2400000.0,1500000.0
EA Guingamp,2016-12-31,1950000.0,6000000.0
ESTAC Troyes,2016-12-31,300000.0,7300000.0
SC Bastia,2016-12-31,,1700000.0
Angers SCO,2016-12-31,,5900000.0
GFC Ajaccio,2016-12-31,,0.0
Paris Saint-Germain,2017-12-31,134500000.0,59800000.0
Olympique Marseille,2017-12-31,53000000.0,81490000.0
AS Monaco,2017-12-31,50500000.0,18450000.0
Olympique Lyon,2017-12-31,28600000.0,27300000.0
LOSC Lille,2017-12-31,20700000.0,47000000.0
OGC Nice,2017-12-31,15250000.0,15800000.0
FC Toulouse,2017-12-31,13000000.0,10000000.0
Girondins Bordeaux,2017-12-31,11850000.0,2600000.0
FC Lorient,2017-12-31,8600000.0,32150000.0
AS Saint-Étienne,2017-12-31,7000000.0,2250000.0
Montpellier HSC,2017-12-31,6400000.0,19400000.0
Angers SCO,2017-12-31,5200000.0,4400000.0
FC Nantes,2017-12-31,5000000.0,2650000.0
SM Caen,2017-12-31,4250000.0,11000000.0
Dijon FCO,2017-12-31,3150000.0,1250000.0
FC Nancy,2017-12-31,2300000.0,10900000.0
Stade Rennais FC,2017-12-31,2270000.0,55300000.0
FC Metz,2017-12-31,400000.0,775000.0
SC Bastia,2017-12-31,250000.0,7000000.0
EA Guingamp,2017-12-31,,2500000.0
Paris Saint-Germain,2018-12-31,238000000.0,98400000.0
AS Monaco,2018-12-31,122400000.0,199500000.0
LOSC Lille,2018-12-31,76500000.0,31100000.0
Olympique Lyon,2018-12-31,62050000.0,119550000.0
Olympique Marseille,2018-12-31,62000000.0,2750000.0
Stade Rennais FC,2018-12-31,53900000.0,15800000.0
Girondins Bordeaux,2018-12-31,32600000.0,28250000.0
OGC Nice,2018-12-31,26300000.0,27500000.0
AS Saint-Étienne,2018-12-31,19300000.0,15500000.0
Angers SCO,2018-12-31,12400000.0,26000000.0
FC Nantes,2018-12-31,11300000.0,10000000.0
SM Caen,2018-12-31,6950000.0,6000000.0
Amiens SC,2018-12-31,6630000.0,8000000.0
Montpellier HSC,2018-12-31,5700000.0,20800000.0
Dijon FCO,2018-12-31,5500000.0,15000000.0
RC Strasbourg,2018-12-31,5400000.0,2000000.0
FC Metz,2018-12-31,3600000.0,22850000.0
FC Toulouse,2018-12-31,3500000.0,13000000.0
EA Guingamp,2018-12-31,1380000.0,1450000.0
ESTAC Troyes,2018-12-31,,0.0
Paris Saint-Germain,2019-12-31,227000000.0,114000000.0
AS Monaco,2019-12-31,145850000.0,332250000.0
Olympique Marseille,2019-12-31,66000000.0,32850000.0
Olympique Lyon,2019-12-31,46450000.0,90100000.0
OGC Nice,2019-12-31,28000000.0,61700000.0
Girondins Bordeaux,2019-12-31,21390000.0,50700000.0
FC Toulouse,2019-12-31,18450000.0,35500000.0
Stade Rennais FC,2019-12-31,18000000.0,18500000.0
RC Strasbourg,2019-12-31,15750000.0,14000000.0
Stade Reims,2019-12-31,15500000.0,11000000.0
AS Saint-Étienne,2019-12-31,15000000.0,18700000.0
FC Nantes,2019-12-31,14350000.0,22200000.0
Montpellier HSC,2019-12-31,10150000.0,25500000.0
SM Caen,2019-12-31,9950000.0,14500000.0
Dijon FCO,2019-12-31,9200000.0,4000000.0
LOSC Lille,2019-12-31,8900000.0,69800000.0
Amiens SC,2019-12-31,7490000.0,10000000.0
Angers SCO,2019-12-31,4450000.0,21000000.0
EA Guingamp,2019-12-31,3500000.0,4000000.0
Nîmes Olympique,2019-12-31,3150000.0,0.0
AS Monaco,2020-12-31,200000000.0,83750000.0
Olympique Lyon,2020-12-31,126000000.0,158320000.0
LOSC Lille,2020-12-31,99000000.0,151000000.0
Paris Saint-Germain,2020-12-31,95000000.0,105900000.0
Stade Rennais FC,2020-12-31,58100000.0,54500000.0
OGC Nice,2020-12-31,52200000.0,23110000.0
Olympique Marseille,2020-12-31,27000000.0,27250000.0
Montpellier HSC,2020-12-31,20300000.0,40000000.0
FC Nantes,2020-12-31,18750000.0,38500000.0
Stade Reims,2020-12-31,18700000.0,26600000.0
Amiens SC,2020-12-31,18150000.0,5440000.0
Girondins Bordeaux,2020-12-31,17000000.0,52250000.0
FC Metz,2020-12-31,14350000.0,2600000.0
FC Toulouse,2020-12-31,14000000.0,17150000.0
AS Saint-Étienne,2020-12-31,13000000.0,45850000.0
RC Strasbourg,2020-12-31,11000000.0,21500000.0
Dijon FCO,2020-12-31,10500000.0,24500000.0
Angers SCO,2020-12-31,10400000.0,34000000.0
Nîmes Olympique,2020-12-31,9850000.0,20500000.0
Stade Brest,2020-12-31,7500000.0,500000.0
Stade Rennais FC,2021-12-31,70560000.0,55420000.0
Paris Saint-Germain,2021-12-31,62500000.0,400000.0
AS Monaco,2021-12-31,52700000.0,16129999.999999998
LOSC Lille,2021-12-31,40300000.0,99000000.0
Olympique Lyon,2021-12-31,33250000.0,50100000.0
OGC Nice,2021-12-31,29230000.0,20110000.0
FC Lorient,2021-12-31,26500000.0,6500000.0
Olympique Marseille,2021-12-31,21000000.0,32049999.999999996
RC Lens,2021-12-31,19000000.0,0.0
Stade Brest,2021-12-31,16100000.000000002,12000000.0
Dijon FCO,2021-12-31,15800000.0,17000000.0
FC Metz,2021-12-31,14700000.0,10000000.0
Montpellier HSC,2021-12-31,13100000.0,0.0
RC Strasbourg,2021-12-31,12000000.0,500000.0
Nîmes Olympique,2021-12-31,11250000.0,2500000.0
Angers SCO,2021-12-31,11250000.0,10700000.0
Stade Reims,2021-12-31,10900000.0,17000000.0
AS Saint-Étienne,2021-12-31,5600000.0,44100000.0
FC Nantes,2021-12-31,5000000.0,2000000.0
Girondins Bordeaux,2021-12-31,,17000000.0
Paris Saint-Germain,2022-12-31,83000000.0,9000000.0
Stade Rennais FC,2022-12-31,79500000.0,44000000.0
Olympique Marseille,2022-12-31,51220000.0,3500000.0
OGC Nice,2022-12-31,48000000.0,23200000.0
AS Monaco,2022-12-31,34500000.0,31250000.0
ESTAC Troyes,2022-12-31,17100000.0,0.0
RC Lens,2022-12-31,16100000.000000002,18000000.0
LOSC Lille,2022-12-31,13000000.0,51410000.0
Girondins Bordeaux,2022-12-31,8800000.0,14860000.0
Stade Brest,2022-12-31,8000000.0,13200000.0
FC Nantes,2022-12-31,7500000.0,15600000.0
Olympique Lyon,2022-12-31,6500000.0,46500000.0
Stade Reims,2022-12-31,6000000.0,12000000.0
RC Strasbourg,2022-12-31,3000000.0,16000000.0
FC Lorient,2022-12-31,2000000.0,10000000.0
Montpellier HSC,2022-12-31,200000.0,25000000.0
FC Metz,2022-12-31,,21000000.0
AS Saint-Étienne,2022-12-31,,0.0
Angers SCO,2022-12-31,,11100000.0
Clermont Foot 63,2022-12-31,,0.0
